school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,19,Urban,GT3,T,None,Primary,at_home,other,course,other,1,20,2,0,1,0,0,0,0,0,0,Neutral,High,Low,Very Low,Very Low,Very Good,0,9,10,11
GP,M,16,Rural,GT3,T,Higher,Higher,teacher,teacher,course,mother,1,10,0,0,0,0,1,1,1,1,0,Neutral,Very High,Very High,Low,Very High,Good,8,14,14,15
GP,M,16,Urban,GT3,T,Middle,Secondary,other,other,course,mother,2,30,0,0,1,0,0,0,1,1,1,Neutral,Low,Medium,Low,Low,Very Bad,4,13,12,13
GP,F,15,Rural,GT3,T,Secondary,Higher,services,teacher,course,father,2,30,0,0,1,0,0,1,1,1,1,Good,Low,Low,Low,Low,Very Good,0,10,11,12
GP,F,18,Urban,GT3,T,Middle,Primary,services,other,reputation,mother,1,20,3,0,1,0,1,1,0,1,1,Excellent,High,Very High,Very Low,Medium,Very Good,10,10,9,8
GP,F,17,Urban,LE3,A,Middle,Primary,other,other,course,mother,3,10,0,0,1,0,0,1,1,1,0,Neutral,Low,Low,Very Low,Low,Very Good,8,11,10,11
GP,F,15,Urban,GT3,T,Primary,Primary,at_home,other,course,mother,3,10,0,0,1,0,1,0,1,1,1,Good,Medium,Medium,Very Low,Low,Good,6,11,12,13
GP,F,17,Urban,LE3,T,Middle,Middle,other,other,course,father,1,10,0,0,1,0,0,1,1,1,1,Neutral,High,High,Very Low,Medium,Very Good,2,13,12,12
GP,F,16,Urban,GT3,A,Secondary,Higher,services,other,course,father,1,10,0,0,0,0,0,1,1,1,0,Neutral,Low,Very Low,Very Low,High,Very Good,12,15,13,14
GP,M,16,Urban,GT3,T,Middle,Primary,at_home,other,course,mother,4,10,0,0,0,0,0,1,1,0,0,Neutral,Low,Very Low,Very Low,Very Low,Bad,4,9,9,11
GP,F,16,Urban,GT3,A,Middle,Middle,other,other,home,mother,1,10,1,0,0,0,0,1,1,0,0,Excellent,Medium,High,Very Low,Very Low,Very Good,12,13,11,11
GP,M,15,Rural,GT3,T,Secondary,Higher,at_home,teacher,course,mother,4,20,0,0,1,0,0,1,1,0,1,Excellent,Medium,Medium,Very Low,Very Low,Very Good,2,12,11,11
GP,F,15,Urban,GT3,T,Higher,Higher,services,at_home,course,mother,1,30,0,0,1,0,1,1,1,1,1,Good,Medium,Medium,Very Low,Very Low,Very Good,4,13,14,15
GP,M,17,Rural,GT3,T,Secondary,Higher,at_home,other,course,mother,3,20,0,0,0,0,0,1,1,0,0,Excellent,High,Very High,Low,High,Very Good,2,10,9,10
GP,F,16,Rural,GT3,T,Primary,Primary,at_home,other,course,mother,4,20,0,0,1,0,0,1,1,0,0,Excellent,Very Low,Medium,Very Low,Very Low,Average,0,14,13,13
GP,M,18,Urban,LE3,T,Secondary,Primary,services,services,course,mother,2,10,0,0,0,0,1,1,1,1,1,Neutral,Medium,High,High,Very High,Good,2,11,11,12
GP,F,18,Urban,GT3,A,Secondary,Middle,other,services,course,other,1,30,0,0,1,0,1,0,1,1,1,Good,Medium,Medium,Very High,Very Low,Very Good,10,12,11,11
GP,F,16,Rural,GT3,T,Primary,Primary,other,services,reputation,mother,2,10,0,0,1,0,1,1,1,0,1,Neutral,Medium,Medium,Very Low,Low,Very Bad,8,12,11,11
GP,F,16,Urban,GT3,A,Secondary,Secondary,other,other,course,other,2,10,0,0,1,0,1,0,1,1,1,Good,Medium,Low,Very Low,Very Low,Very Good,4,9,9,10
GP,M,16,Urban,LE3,T,Primary,Primary,services,other,course,mother,1,20,2,0,0,0,0,1,1,0,1,Good,High,High,Very Low,Medium,Very Good,0,10,10,10
GP,F,15,Urban,GT3,T,Higher,Higher,teacher,teacher,course,mother,2,10,0,0,0,0,1,1,1,1,0,Good,Medium,Low,Very Low,Very Low,Very Good,6,13,14,14
GP,F,15,Rural,GT3,T,Primary,Primary,other,other,course,mother,3,10,1,0,0,0,1,1,1,1,1,Excellent,Very High,Very High,Very Low,Very Low,Very Bad,2,8,9,9
GP,M,15,Urban,GT3,T,Higher,Secondary,teacher,services,course,father,2,40,0,1,1,0,0,1,1,1,0,Bad,Low,Low,Very Low,Very Low,Average,6,9,11,11
GP,F,15,Urban,GT3,A,Secondary,Secondary,services,services,home,mother,1,20,0,0,0,0,0,0,1,0,1,Very Bad,Medium,Low,Low,Medium,Very Bad,24,9,8,9
GP,M,16,Urban,GT3,T,Higher,Higher,services,services,course,mother,1,30,0,0,1,0,1,1,1,1,0,Excellent,Medium,Medium,Very Low,Medium,Very Good,0,15,13,13
GP,M,16,Urban,LE3,T,Middle,Middle,services,services,reputation,father,2,10,0,0,1,0,1,1,1,1,0,Bad,Medium,Medium,Low,Low,Bad,4,12,11,11
GP,F,15,Urban,GT3,T,Higher,Higher,teacher,services,course,mother,1,30,0,0,1,0,1,1,1,1,0,Good,Low,Low,Very Low,Very Low,Very Good,2,13,13,13
GP,F,16,Urban,LE3,T,Primary,Primary,at_home,at_home,course,mother,1,10,0,0,0,0,0,1,1,1,0,Neutral,High,High,Medium,Medium,Very Bad,4,10,11,11
GP,M,17,Urban,GT3,T,Middle,Primary,other,other,home,mother,1,10,0,0,1,0,0,1,1,1,0,Excellent,High,Very High,Very Low,Low,Very Good,22,9,7,6
GP,F,15,Urban,GT3,T,Primary,Primary,other,services,course,father,1,20,0,0,1,0,0,1,1,1,0,Good,High,Low,Very Low,Low,Very Good,0,12,12,12
GP,F,15,Urban,LE3,A,Middle,Primary,at_home,other,home,mother,2,10,0,0,1,0,1,1,0,1,1,Good,High,Low,Very Low,Very Low,Very Good,0,11,10,10
GP,F,15,Urban,GT3,T,Secondary,Middle,health,services,home,father,1,20,1,0,1,0,0,1,1,1,0,Neutral,Medium,Low,Very Low,Very Low,Average,2,11,11,11
GP,F,15,Urban,GT3,T,Primary,Middle,at_home,other,course,mother,1,20,0,0,1,0,0,0,1,1,0,Good,Medium,Low,Very Low,Very Low,Very Good,6,13,12,13
GP,F,15,Urban,GT3,T,Primary,Middle,at_home,services,course,father,1,20,0,0,0,0,0,0,1,0,1,Bad,Medium,High,Low,High,Very Bad,6,11,11,11
GP,M,16,Urban,GT3,T,Higher,Higher,teacher,teacher,course,mother,1,10,0,0,1,0,0,1,0,1,1,Neutral,Medium,Low,Low,Very Low,Very Good,16,9,9,8
GP,M,15,Urban,LE3,A,Middle,Primary,services,other,course,mother,4,10,0,0,0,0,0,1,1,1,0,Good,Very High,Very High,Low,Very High,Very Good,0,12,11,11
GP,M,18,Urban,LE3,T,Primary,Primary,other,other,course,mother,1,10,2,0,0,0,0,1,0,1,1,Bad,Medium,Very High,Low,Very High,Good,0,11,9,0
GP,M,16,Urban,LE3,T,Middle,Primary,at_home,other,course,mother,1,10,1,0,0,0,1,1,1,0,1,Good,High,High,Medium,Very High,Very Good,6,9,10,10
GP,F,15,Rural,GT3,T,Secondary,Secondary,services,services,reputation,other,2,30,0,0,1,1,1,1,1,1,1,Good,Low,Very Low,Low,Medium,Average,2,13,13,13
GP,M,19,Urban,GT3,T,Secondary,Middle,services,at_home,home,mother,1,10,0,0,1,0,0,1,0,1,1,Good,Very High,High,Very Low,Very Low,Good,6,11,9,11
GP,F,17,Urban,GT3,T,Higher,Higher,other,teacher,course,mother,1,10,0,1,1,0,0,1,1,0,1,Good,Low,Very Low,Very Low,Very Low,Good,0,13,13,13
GP,M,15,Rural,GT3,T,Middle,Secondary,at_home,services,course,mother,1,20,0,1,0,1,1,1,1,0,0,Good,High,High,Very Low,Very Low,Very Bad,0,7,8,8
GP,M,17,Rural,LE3,T,Primary,Middle,other,other,reputation,mother,1,10,3,0,0,0,0,1,1,0,0,Bad,Low,Low,Medium,Medium,Very Good,14,9,8,10
GP,F,18,Rural,GT3,T,Primary,Primary,at_home,other,course,mother,3,10,3,0,1,0,1,0,1,0,0,Excellent,Low,Very High,Very Low,Very High,Good,6,11,10,11
GP,M,16,Rural,GT3,T,Middle,Middle,at_home,other,course,mother,3,10,0,0,0,0,0,0,1,0,0,Good,Low,Low,Very Low,Low,Average,4,12,10,11
GP,M,16,Urban,GT3,T,Secondary,Secondary,other,services,course,father,1,20,1,0,1,0,0,1,1,1,1,Good,Very High,Very High,High,High,Very Good,0,10,10,1
GP,M,16,Urban,LE3,T,Primary,Middle,health,services,course,mother,2,10,2,0,0,0,0,0,1,1,0,Good,High,Very High,Medium,Very High,Very Good,0,9,8,10
GP,M,17,Rural,LE3,T,Middle,Primary,at_home,other,course,mother,2,10,1,0,0,1,1,1,0,1,1,Neutral,Medium,Low,Low,Low,Very Good,8,8,8,9
GP,M,17,Rural,GT3,T,Secondary,Middle,other,other,course,mother,2,20,2,1,1,0,0,1,1,1,1,Good,High,High,Very Low,High,Average,4,7,6,8
GP,M,15,Urban,LE3,T,Primary,Middle,other,other,course,mother,2,10,0,0,0,0,1,1,1,0,0,Good,High,High,Low,High,Very Good,2,8,9,10
GP,M,16,Urban,GT3,T,Primary,Secondary,at_home,services,course,father,1,10,1,0,0,0,0,1,0,1,0,Excellent,Medium,Medium,Very Low,High,Bad,2,9,8,8
GP,M,17,Rural,LE3,T,Primary,Primary,other,services,course,mother,4,20,0,0,0,0,1,1,0,0,1,Excellent,Medium,Very High,Very Low,Very High,Very Good,0,8,8,8
GP,M,17,Urban,GT3,T,Secondary,Middle,services,services,course,mother,2,10,3,0,1,0,1,0,0,0,0,Good,Very High,Low,Very Low,Very Low,Bad,10,8,7,8
GP,M,16,Urban,GT3,T,Middle,Middle,other,other,course,father,1,20,0,0,0,0,0,1,0,1,0,Good,Medium,Very High,Low,High,Good,0,9,10,11
GP,F,16,Urban,GT3,T,Higher,Middle,health,services,home,father,1,20,0,0,0,0,0,1,1,1,1,Good,Low,Medium,Very Low,Very Low,Average,0,17,17,18
GP,F,16,Urban,GT3,T,Middle,Middle,other,other,home,mother,1,20,0,0,1,0,0,0,1,1,0,Excellent,Very Low,Very High,Very Low,Very Low,Good,0,12,12,13
GP,F,16,Urban,GT3,T,Higher,Higher,health,health,reputation,mother,1,20,0,0,1,0,0,1,1,1,1,Good,High,Low,Very Low,Very Low,Average,0,16,16,17
GP,M,16,Urban,GT3,T,Secondary,Higher,other,other,course,father,3,10,1,0,1,0,1,0,1,1,0,Neutral,High,Very High,Low,High,Bad,4,9,9,10
GP,M,16,Urban,GT3,T,Primary,None,other,other,reputation,mother,2,20,0,0,1,0,1,1,1,1,1,Good,Medium,Low,Very Low,Very Low,Average,0,16,17,18
GP,M,17,Urban,LE3,T,Higher,Higher,teacher,other,reputation,mother,1,20,0,0,1,0,1,1,1,1,0,Good,High,High,Very Low,Medium,Very Good,0,11,9,10
GP,F,16,Urban,GT3,T,Primary,Secondary,at_home,services,home,mother,1,20,0,0,0,0,1,0,1,1,1,Good,Medium,Very High,Very Low,Very Low,Average,0,14,13,13
GP,F,16,Urban,LE3,T,Secondary,Secondary,other,other,reputation,mother,2,20,0,0,1,0,1,1,1,1,0,Good,High,Very High,Very Low,Very Low,Good,0,14,14,15
GP,M,17,Urban,LE3,T,Higher,Secondary,teacher,other,course,mother,2,20,0,0,0,0,1,1,1,1,0,Good,High,High,High,High,Good,0,10,11,11
GP,F,16,Urban,GT3,T,Middle,Middle,services,other,reputation,mother,2,20,0,0,0,0,1,0,1,1,0,Neutral,High,High,Very Low,High,Very Good,0,13,12,14
GP,M,17,Urban,GT3,T,Secondary,Secondary,other,other,reputation,father,1,20,0,0,0,0,1,0,1,1,0,Good,Medium,High,Very Low,High,Good,4,11,9,10
GP,M,16,Rural,GT3,T,Higher,Middle,teacher,services,other,mother,1,10,0,0,1,0,1,1,1,1,1,Good,Medium,Medium,Medium,High,Average,8,10,9,11
GP,M,17,Urban,GT3,T,Higher,Secondary,other,other,course,mother,1,20,0,0,1,1,1,1,1,1,1,Excellent,Low,Medium,Very Low,Very Low,Bad,4,11,11,13
GP,M,16,Urban,GT3,T,Higher,Secondary,teacher,other,home,mother,1,20,0,0,1,1,1,1,1,1,0,Neutral,High,Medium,Low,Medium,Average,4,11,10,11
GP,M,16,Urban,GT3,T,Secondary,Secondary,services,other,home,mother,1,20,0,0,0,0,1,1,1,1,1,Good,Low,Medium,Very Low,Low,Average,0,11,12,13
GP,F,17,Urban,GT3,T,Middle,Higher,services,services,reputation,father,1,20,0,0,1,0,1,1,1,0,0,Excellent,High,Low,Low,Medium,Very Good,0,17,18,17
GP,F,17,Urban,LE3,T,Secondary,Secondary,other,other,reputation,mother,1,20,0,0,1,0,1,1,1,1,1,Excellent,Medium,Medium,Low,Medium,Very Bad,32,14,13,14
GP,F,16,Urban,GT3,T,Secondary,Middle,other,other,reputation,mother,1,20,0,0,1,0,0,1,1,1,0,Very Bad,Low,Low,Very Low,Low,Very Bad,8,14,15,16
GP,M,17,Urban,GT3,T,Secondary,Secondary,services,services,other,mother,1,20,0,0,1,0,1,1,1,1,1,Good,Medium,High,Low,Medium,Good,6,11,13,14
GP,M,16,Urban,GT3,T,Primary,Middle,services,services,other,mother,1,10,0,0,1,0,1,1,1,1,1,Neutral,Medium,Medium,Very Low,Low,Average,0,10,9,11
GP,M,16,Urban,LE3,T,Middle,Primary,other,other,course,mother,1,20,0,0,0,0,1,1,1,1,1,Good,Low,Medium,Very Low,Low,Very Good,0,13,14,16
GP,F,17,Urban,GT3,A,Secondary,Secondary,health,other,reputation,mother,1,20,0,0,1,0,0,0,1,1,1,Neutral,Medium,Medium,Very Low,Medium,Average,10,12,13,14
GP,M,17,Rural,GT3,T,Primary,Middle,at_home,other,home,mother,1,20,0,0,0,0,0,1,1,0,0,Neutral,Very Low,Medium,Very Low,Very High,Average,6,9,9,10
GP,F,16,Urban,GT3,T,Middle,Secondary,services,services,course,mother,1,20,0,0,0,0,0,1,1,1,0,Good,Medium,Medium,Very Low,Very Low,Bad,6,12,12,13
GP,F,17,Urban,GT3,T,Primary,Primary,at_home,services,course,mother,1,20,0,0,0,0,1,1,1,1,0,Excellent,Medium,Medium,Very Low,Very Low,Average,0,12,11,12
GP,M,17,Urban,GT3,T,Primary,Middle,at_home,services,other,other,2,20,0,0,0,0,1,0,1,1,0,Good,High,High,High,Very High,Very Good,16,10,11,12
GP,M,16,Rural,GT3,T,Secondary,Secondary,services,services,reputation,mother,1,10,0,0,1,0,1,1,1,1,0,Good,Medium,Low,Medium,High,Very Good,0,11,10,10
GP,M,16,Urban,GT3,T,Middle,Secondary,other,other,home,father,2,10,0,0,0,0,0,1,1,1,0,Excellent,Medium,Medium,Very Low,Very Low,Average,0,13,12,12
GP,F,17,Urban,LE3,T,Middle,Higher,services,services,course,father,1,20,0,0,0,0,1,1,1,1,1,Good,Medium,Low,Very Low,Very Low,Very Good,8,14,15,16
GP,M,17,Urban,GT3,T,Higher,Higher,services,teacher,home,mother,1,10,0,0,0,0,0,1,1,1,0,Excellent,Low,Medium,Very Low,Low,Very Good,4,13,13,14
GP,M,16,Rural,LE3,T,Secondary,Secondary,teacher,other,home,father,3,10,0,0,1,0,1,1,1,1,0,Neutral,Medium,High,Medium,Very High,Average,16,10,11,12
GP,F,17,Urban,GT3,T,Higher,Higher,services,teacher,home,mother,2,10,1,0,1,0,0,1,1,1,0,Good,Low,High,Low,Medium,Bad,30,14,15,16
GP,F,16,Urban,LE3,T,Higher,Higher,teacher,teacher,reputation,mother,1,20,0,0,1,0,0,1,1,1,0,Good,Very High,Low,Very Low,Low,Average,0,11,10,11
GP,F,16,Urban,GT3,T,Higher,Secondary,health,other,home,mother,1,20,0,0,1,0,1,1,1,1,0,Good,Medium,Very High,Very Low,Very High,Bad,2,14,14,15
GP,F,16,Urban,GT3,T,Middle,Secondary,other,other,reputation,mother,1,20,0,1,1,0,1,1,1,0,0,Good,High,Medium,Very Low,Medium,Good,4,11,12,12
GP,F,17,Urban,GT3,T,Primary,Primary,other,other,course,mother,1,20,0,0,1,0,0,0,1,0,0,Good,High,High,Very Low,Medium,Very Bad,0,14,15,15
GP,F,17,Rural,GT3,T,Middle,Middle,other,other,reputation,mother,1,10,0,0,1,0,0,1,1,1,0,Excellent,Medium,Low,Very Low,Low,Average,21,13,13,13
GP,F,16,Rural,GT3,T,Middle,Middle,services,services,reputation,mother,2,40,0,0,1,0,1,0,1,1,0,Excellent,Medium,Very High,Very Low,Very Low,Very Good,6,13,13,13
GP,F,17,Urban,GT3,T,Secondary,Higher,at_home,services,home,mother,1,30,1,0,1,1,0,1,1,1,1,Good,High,Medium,Medium,High,Very Good,14,8,9,8
GP,F,16,Urban,GT3,A,Secondary,Primary,services,other,course,mother,1,20,0,0,1,0,0,1,1,1,0,Bad,Medium,Medium,Low,Low,Good,2,11,11,12
GP,F,16,Urban,GT3,T,Higher,Secondary,teacher,other,other,mother,1,20,0,0,0,0,1,1,1,1,1,Very Bad,Medium,Low,Very Low,Very Low,Very Bad,4,14,15,15
GP,F,16,Urban,GT3,T,Primary,Primary,at_home,other,home,mother,2,10,0,0,1,0,0,1,1,0,0,Good,Medium,Low,Very Low,High,Very Good,2,12,13,13
GP,F,17,Rural,GT3,T,Higher,Secondary,teacher,other,reputation,mother,2,30,0,0,1,0,1,1,1,1,1,Good,High,Low,Very Low,Very Low,Good,0,11,12,12
GP,F,19,Urban,GT3,T,Secondary,Secondary,other,other,reputation,other,1,40,0,0,1,0,1,1,1,1,0,Good,Medium,Medium,Very Low,Low,Average,4,12,12,12
GP,M,17,Urban,LE3,T,Higher,Higher,services,other,home,mother,1,20,0,0,1,0,0,1,1,1,1,Excellent,Medium,Very High,High,Very High,Average,15,13,12,12
GP,F,16,Urban,GT3,A,Middle,Middle,other,other,reputation,mother,1,20,0,1,1,0,0,1,1,1,0,Neutral,Medium,High,Very Low,Very Low,Good,0,13,13,13
GP,M,18,Urban,GT3,T,Middle,Middle,services,other,home,mother,1,20,0,0,1,0,1,1,1,1,0,Good,High,High,Low,High,Very Good,10,12,11,11
GP,F,17,Rural,LE3,T,Higher,Higher,services,other,other,mother,1,10,0,0,1,0,0,1,1,0,0,Excellent,Low,Very Low,Very Low,Low,Average,6,12,11,11
GP,F,17,Urban,LE3,T,Secondary,Middle,other,other,reputation,mother,2,20,0,0,0,0,0,1,1,1,0,Good,High,High,Very Low,Medium,Very Bad,2,14,16,15
GP,F,17,Urban,GT3,T,Higher,Secondary,other,other,reputation,mother,1,20,0,0,0,0,0,1,1,1,1,Neutral,High,Very High,Low,High,Very Bad,16,11,9,10
GP,M,18,Urban,LE3,T,Secondary,Secondary,services,health,home,father,1,20,0,0,1,0,0,1,1,1,0,Neutral,Low,High,Low,High,Good,10,10,10,10
GP,F,17,Urban,GT3,T,Middle,Secondary,at_home,other,home,father,2,10,0,0,1,0,0,1,1,0,0,Neutral,Medium,Medium,Very Low,High,Average,4,12,13,13
GP,F,17,Urban,GT3,T,Middle,Middle,at_home,at_home,course,mother,1,30,0,0,1,0,1,1,1,1,0,Good,Medium,Medium,Very Low,Very Low,Good,0,12,12,13
GP,F,17,Rural,GT3,T,Middle,Primary,at_home,services,reputation,mother,2,20,0,0,1,0,1,1,1,1,0,Good,Low,Very High,Very Low,Low,Very Good,0,11,10,11
GP,F,17,Urban,GT3,T,Primary,Primary,at_home,other,reputation,mother,1,30,0,0,1,0,1,1,1,0,1,Good,Medium,High,Very Low,Very Low,Very Good,12,12,12,12
GP,F,16,Urban,GT3,T,Middle,Secondary,services,teacher,other,mother,1,20,0,1,0,0,0,1,1,1,0,Bad,Medium,Very Low,Very Low,Very Low,Average,0,13,13,14
GP,M,18,Urban,GT3,T,Middle,Middle,other,other,home,mother,2,20,3,0,1,1,0,1,1,1,0,Neutral,Medium,Medium,Very High,Very High,Good,9,10,9,10
GP,F,16,Urban,GT3,T,Higher,Higher,teacher,services,home,mother,1,30,0,0,1,0,1,0,1,1,0,Excellent,Medium,Low,Very Low,Very Low,Very Good,4,15,16,16
GP,F,18,Rural,GT3,T,Secondary,Primary,other,other,reputation,mother,1,20,0,0,0,0,1,1,1,1,1,Excellent,Medium,Medium,Very Low,Very Low,Good,4,8,8,8
GP,F,17,Urban,GT3,T,Secondary,Middle,other,other,course,mother,1,20,0,0,0,0,1,0,1,1,0,Excellent,Medium,High,Very Low,Medium,Average,2,17,18,17
GP,M,17,Urban,LE3,T,Middle,Secondary,services,services,reputation,father,1,20,0,0,1,0,0,0,1,1,0,Excellent,Medium,Medium,Very Low,Medium,Average,0,10,11,11
GP,M,18,Urban,LE3,T,Middle,Primary,at_home,other,course,mother,4,20,0,1,1,0,1,1,1,1,1,Good,Medium,Low,High,Very High,Average,2,9,10,11
GP,F,17,Urban,GT3,A,Middle,Primary,other,other,course,mother,2,30,0,0,0,0,1,1,1,1,1,Neutral,Low,Medium,Very Low,Low,Average,0,15,15,16
GP,F,17,Urban,LE3,T,Higher,Secondary,health,other,reputation,father,1,20,0,0,0,0,1,1,1,1,1,Neutral,Low,Medium,Very Low,Low,Average,0,14,12,12
GP,M,17,Rural,GT3,T,Middle,Middle,other,other,course,father,2,20,0,0,1,0,1,1,1,1,0,Good,Very High,Low,Very Low,Very Low,Very Bad,0,12,13,13
GP,M,17,Urban,GT3,T,Higher,Higher,teacher,teacher,reputation,mother,1,20,0,1,1,0,1,1,1,1,1,Good,Very High,Very High,Very Low,Medium,Bad,0,13,13,13
GP,M,16,Urban,GT3,T,Higher,Higher,health,other,reputation,father,1,20,0,0,1,0,1,1,1,1,0,Good,Low,High,Low,High,Very Bad,0,13,13,14
GP,M,16,Urban,LE3,T,Primary,Primary,other,other,home,mother,2,20,0,0,1,0,0,1,1,1,0,Neutral,High,Low,Very Low,Very Low,Very Good,2,9,9,9
GP,M,16,Urban,GT3,T,Secondary,Middle,at_home,other,reputation,mother,2,30,0,0,0,0,1,1,1,1,1,Excellent,Medium,Medium,Very Low,Medium,Bad,0,12,12,12
GP,M,17,Urban,LE3,T,Middle,Middle,other,other,home,father,1,20,0,0,0,0,1,0,1,1,1,Good,High,Low,Very High,Very High,Good,0,16,16,16
GP,F,16,Urban,GT3,T,Middle,Primary,other,other,home,mother,1,10,0,0,0,0,0,1,1,1,1,Good,Very High,Low,Very Low,Very Low,Very Good,4,9,10,10
GP,F,16,Urban,GT3,A,Higher,Primary,other,other,home,mother,1,20,0,0,0,0,1,1,1,1,1,Excellent,Medium,Medium,Very Low,Low,Very Good,0,14,13,13
GP,F,18,Urban,LE3,A,Middle,Higher,services,other,course,mother,2,20,1,0,1,0,0,1,1,1,0,Good,Medium,Medium,Very Low,Very Low,Average,18,10,10,10
GP,F,18,Urban,LE3,T,Middle,Middle,at_home,services,course,mother,1,20,1,0,1,0,0,0,1,1,1,Excellent,Medium,Very Low,Very Low,Very Low,Very Good,16,9,8,10
GP,F,18,Urban,GT3,T,Secondary,Secondary,other,other,course,mother,2,10,1,0,0,0,0,1,0,1,0,Good,Very Low,Very Low,Very Low,Very Low,Average,14,8,7,7
